rating,guest,trip_type,length_of_stay,title,review,review_date,country,stay_date,review_year,review_month,stay_year,stay_month,stopword_text,lemmatized_text,tokenized_text,hotel,channel,room_type,sentiment
9.6,kiyoung,couple,2,recommend adiwana unagi,3 days 2 nights stay ubud see many bugs room thanks really friendly staff happy stay also convenient responded right away needed via whatsapp recommend,1/8/2024,south korea,1/1/2024,2024,january,2024,january,3 days 2 nights stay ubud see many bugs room thanks really friendly staff happy stay also convenient responded right away needed via whatsapp recommend,3 day 2 night stay ubud see many bug room thanks really friendly staff happy stay also convenient responded right away needed via whatsapp recommend,"['3', 'days', '2', 'nights', 'stay', 'ubud', 'see', 'many', 'bugs', 'room', 'thanks', 'really', 'friendly', 'staff', 'happy', 'stay', 'also', 'convenient', 'responded', 'right', 'away', 'needed', 'via', 'whatsapp', 'recommend']",adiwana unagi suites,agoda,,pos
9.2,현충,couple,2,a resort make smile,first all surprised size room spacious comfortable room cleanly maintained humid all breakfast delicious anywhere else jungle view swimming pool also nice minibar refilled next day soon empty also thankful cookies given afternoon staffs service also maximized pleasure pleasant trip next time visit ubud place definitely want stay again ,1/6/2024,south korea,12/1/2023,2024,january,2023,december,first surprised size room spacious comfortable room cleanly maintained humid breakfast delicious anywhere else jungle view swimming pool also nice minibar refilled next day soon empty also thankful cookies given afternoon staffs service also maximized pleasure pleasant trip next time visit ubud place definitely want stay,first all surprised size room spacious comfortable room cleanly maintained humid all breakfast delicious anywhere else jungle view swimming pool also nice minibar refilled next day soon empty also thankful cooky given afternoon staff service also maximized pleasure pleasant trip next time visit ubud place definitely want stay again,"['first', 'all', 'surprised', 'size', 'room', 'spacious', 'comfortable', 'room', 'cleanly', 'maintained', 'humid', 'all', 'breakfast', 'delicious', 'anywhere', 'else', 'jungle', 'view', 'swimming', 'pool', 'also', 'nice', 'minibar', 'refilled', 'next', 'day', 'soon', 'empty', 'also', 'thankful', 'cookies', 'given', 'afternoon', 'staffs', 'service', 'also', 'maximized', 'pleasure', 'pleasant', 'trip', 'next', 'time', 'visit', 'ubud', 'place', 'definitely', 'want', 'stay', 'again']",adiwana unagi suites,agoda,,pos
9.2,minji,solo traveler,1,i go go bali,paradise lazing around swimming pool resting hotel  massage okay however status survey massage long mbti test  food delicious let pack breakfast going heavens gate tour best the garden also pretty pity stayed one day,1/3/2024,south korea,10/1/2023,2024,january,2023,october,paradise lazing around swimming pool resting hotel massage okay however status survey massage long mbti test food delicious let pack breakfast going heavens gate tour best garden also pretty pity stayed one day,paradise lazing around swimming pool resting hotel massage okay however status survey massage long mbti test food delicious let pack breakfast going heaven gate tour best the garden also pretty pity stayed one day,"['paradise', 'lazing', 'around', 'swimming', 'pool', 'resting', 'hotel', 'massage', 'okay', 'however', 'status', 'survey', 'massage', 'long', 'mbti', 'test', 'food', 'delicious', 'let', 'pack', 'breakfast', 'going', 'heavens', 'gate', 'tour', 'best', 'the', 'garden', 'also', 'pretty', 'pity', 'stayed', 'one', 'day']",adiwana unagi suites,agoda,,pos
10,eunkyung,couple,1,highly recommended,really good want go again,1/2/2024,south korea,12/1/2023,2024,january,2023,december,really good want go,really good want go again,"['really', 'good', 'want', 'go', 'again']",adiwana unagi suites,agoda,,pos
8.4,jiwon,couple,2,something bit disappointing,went seeing lot good reviews expectations high rather satisfied felt little disappointed pros beautiful accommodation ubudlike atmosphere whatsapp communication convenient staffs response speed also fast good staff charge friendly also nice able eat breakfast day room spacious nice cons went seeing reviews saying bugs encountered swarm ants room staff took care it happened next day disappointing part swimming pool pretty water mossy smell overall little disappointed satisfied expected,12/29/2023,south korea,12/1/2023,2023,december,2023,december,went seeing lot good reviews expectations high rather satisfied felt little disappointed pros beautiful accommodation ubudlike atmosphere whatsapp communication convenient staffs response speed also fast good staff charge friendly also nice able eat breakfast day room spacious nice cons went seeing reviews saying bugs encountered swarm ants room staff took care happened next day disappointing part swimming pool pretty water mossy smell overall little disappointed satisfied expected,went seeing lot good review expectation high rather satisfied felt little disappointed pro beautiful accommodation ubudlike atmosphere whatsapp communication convenient staff response speed also fast good staff charge friendly also nice able eat breakfast day room spacious nice con went seeing review saying bug encountered swarm ant room staff took care it happened next day disappointing part swimming pool pretty water mossy smell overall little disappointed satisfied expected,"['went', 'seeing', 'lot', 'good', 'reviews', 'expectations', 'high', 'rather', 'satisfied', 'felt', 'little', 'disappointed', 'pros', 'beautiful', 'accommodation', 'ubudlike', 'atmosphere', 'whatsapp', 'communication', 'convenient', 'staffs', 'response', 'speed', 'also', 'fast', 'good', 'staff', 'charge', 'friendly', 'also', 'nice', 'able', 'eat', 'breakfast', 'day', 'room', 'spacious', 'nice', 'cons', 'went', 'seeing', 'reviews', 'saying', 'bugs', 'encountered', 'swarm', 'ants', 'room', 'staff', 'took', 'care', 'it', 'happened', 'next', 'day', 'disappointing', 'part', 'swimming', 'pool', 'pretty', 'water', 'mossy', 'smell', 'overall', 'little', 'disappointed', 'satisfied', 'expected']",adiwana unagi suites,agoda,,pos
8.8,jae,couple,3,a small resort good value money,private villa haha good value money haha,12/29/2023,south korea,12/1/2023,2023,december,2023,december,private villa haha good value money haha,private villa haha good value money haha,"['private', 'villa', 'haha', 'good', 'value', 'money', 'haha']",adiwana unagi suites,agoda,,pos
8,shin,couple,3,it quiet nice rest,quiet nice rest bedding clean asked room cleaning done late wait long time swimming pool inconvenient that food delicious staff friendly,12/28/2023,"hong kong sar, china",12/1/2023,2023,december,2023,december,quiet nice rest bedding clean asked room cleaning done late wait long time swimming pool inconvenient food delicious staff friendly,quiet nice rest bedding clean asked room cleaning done late wait long time swimming pool inconvenient that food delicious staff friendly,"['quiet', 'nice', 'rest', 'bedding', 'clean', 'asked', 'room', 'cleaning', 'done', 'late', 'wait', 'long', 'time', 'swimming', 'pool', 'inconvenient', 'that', 'food', 'delicious', 'staff', 'friendly']",adiwana unagi suites,agoda,,pos
10,kwanho,couple,2,honeymoon,good honeymoon,12/27/2023,south korea,10/1/2023,2023,december,2023,october,good honeymoon,good honeymoon,"['good', 'honeymoon']",adiwana unagi suites,agoda,,pos
8.8,aesle,solo traveler,3,really nice hotel,really friendly give awesome service,12/18/2023,south korea,12/1/2023,2023,december,2023,december,really friendly give awesome service,really friendly give awesome service,"['really', 'friendly', 'give', 'awesome', 'service']",adiwana unagi suites,agoda,,pos
2,kyoung,couple,2,arent customers check precious, bitten badly insect received first aid hospital  bathtub old dirty staying overnight going hotel bitten mosquitolike thing arms night arms back full red spots like chickenpox scary itchy sleep night took shuttle 8 am hospital they said doctor hotel doctor said bitten insect received prescription steroids histamine returned hotel coincidentally day checkout packing luggage hotel found bugs requested inspect room area around room immediately may problem 20 minutes suddenly changes tone im angry hotels unscrupulous irresponsible attitude whether check bugs check next customer,12/18/2023,south korea,12/1/2023,2023,december,2023,december,bitten badly insect received first aid hospital bathtub old dirty staying overnight going hotel bitten mosquitolike thing arms night arms back full red spots like chickenpox scary itchy sleep night took shuttle 8 hospital said doctor hotel doctor said bitten insect received prescription steroids histamine returned hotel coincidentally day checkout packing luggage hotel found bugs requested inspect room area around room immediately may problem 20 minutes suddenly changes tone im angry hotels unscrupulous irresponsible attitude whether check bugs check next customer,bitten badly insect received first aid hospital bathtub old dirty staying overnight going hotel bitten mosquitolike thing arm night arm back full red spot like chickenpox scary itchy sleep night took shuttle 8 am hospital they said doctor hotel doctor said bitten insect received prescription steroid histamine returned hotel coincidentally day checkout packing luggage hotel found bug requested inspect room area around room immediately may problem 20 minute suddenly change tone im angry hotel unscrupulous irresponsible attitude whether check bug check next customer,"['bitten', 'badly', 'insect', 'received', 'first', 'aid', 'hospital', 'bathtub', 'old', 'dirty', 'staying', 'overnight', 'going', 'hotel', 'bitten', 'mosquitolike', 'thing', 'arms', 'night', 'arms', 'back', 'full', 'red', 'spots', 'like', 'chickenpox', 'scary', 'itchy', 'sleep', 'night', 'took', 'shuttle', '8', 'am', 'hospital', 'they', 'said', 'doctor', 'hotel', 'doctor', 'said', 'bitten', 'insect', 'received', 'prescription', 'steroids', 'histamine', 'returned', 'hotel', 'coincidentally', 'day', 'checkout', 'packing', 'luggage', 'hotel', 'found', 'bugs', 'requested', 'inspect', 'room', 'area', 'around', 'room', 'immediately', 'may', 'problem', '20', 'minutes', 'suddenly', 'changes', 'tone', 'im', 'angry', 'hotels', 'unscrupulous', 'irresponsible', 'attitude', 'whether', 'check', 'bugs', 'check', 'next', 'customer']",adiwana unagi suites,agoda,,neg
9.2,jin,couple,3,best staffs beautiful hotel,love staffs friendly willing help everything hotel beautiful little koi pond middle pool bit small fine,12/17/2023,south korea,12/1/2023,2023,december,2023,december,love staffs friendly willing help everything hotel beautiful little koi pond middle pool bit small fine,love staff friendly willing help everything hotel beautiful little koi pond middle pool bit small fine,"['love', 'staffs', 'friendly', 'willing', 'help', 'everything', 'hotel', 'beautiful', 'little', 'koi', 'pond', 'middle', 'pool', 'bit', 'small', 'fine']",adiwana unagi suites,agoda,,pos
10,youngjun,couple,2,so friendly,friendly clean ill use come back ubud,12/13/2023,south korea,12/1/2023,2023,december,2023,december,friendly clean ill use come back ubud,friendly clean ill use come back ubud,"['friendly', 'clean', 'ill', 'use', 'come', 'back', 'ubud']",adiwana unagi suites,agoda,,pos
10,sunwoo,couple,2,adiwana unagi,pretty spacious food restaurant delicious highly recommended honeymoon,12/3/2023,south korea,11/1/2023,2023,december,2023,november,pretty spacious food restaurant delicious highly recommended honeymoon,pretty spacious food restaurant delicious highly recommended honeymoon,"['pretty', 'spacious', 'food', 'restaurant', 'delicious', 'highly', 'recommended', 'honeymoon']",adiwana unagi suites,agoda,,pos
6.8,yongkun,family young children,3,okay,satisfied think resort better family trip,11/28/2023,south korea,11/1/2023,2023,november,2023,november,satisfied think resort better family trip,satisfied think resort better family trip,"['satisfied', 'think', 'resort', 'better', 'family', 'trip']",adiwana unagi suites,agoda,,pos
10,eunjin,couple,2,if come bali again definitely want visit,shuttle bus ubud palace accommodation convenient staff friendly able comfortably ask questions via whatsapp time personally think food restaurant first floor one best things ive eaten bali ever come back bali would like use accommodation again,11/26/2023,south korea,11/1/2023,2023,november,2023,november,shuttle bus ubud palace accommodation convenient staff friendly able comfortably ask questions via whatsapp time personally think food restaurant first floor one best things ive eaten bali ever come back bali would like use accommodation,shuttle bus ubud palace accommodation convenient staff friendly able comfortably ask question via whatsapp time personally think food restaurant first floor one best thing ive eaten bali ever come back bali would like use accommodation again,"['shuttle', 'bus', 'ubud', 'palace', 'accommodation', 'convenient', 'staff', 'friendly', 'able', 'comfortably', 'ask', 'questions', 'via', 'whatsapp', 'time', 'personally', 'think', 'food', 'restaurant', 'first', 'floor', 'one', 'best', 'things', 'ive', 'eaten', 'bali', 'ever', 'come', 'back', 'bali', 'would', 'like', 'use', 'accommodation', 'again']",adiwana unagi suites,agoda,,pos
9.2,92,couple,3,i went honeymoon,staff friendly everyone greeted smile sanitary condition room bad bugs floating around private pool bit uncomfortable staff friendly nice even took free snapshots said honeymoon received well checked out,11/23/2023,south korea,11/1/2023,2023,november,2023,november,staff friendly everyone greeted smile sanitary condition room bad bugs floating around private pool bit uncomfortable staff friendly nice even took free snapshots said honeymoon received well checked,staff friendly everyone greeted smile sanitary condition room bad bug floating around private pool bit uncomfortable staff friendly nice even took free snapshot said honeymoon received well checked out,"['staff', 'friendly', 'everyone', 'greeted', 'smile', 'sanitary', 'condition', 'room', 'bad', 'bugs', 'floating', 'around', 'private', 'pool', 'bit', 'uncomfortable', 'staff', 'friendly', 'nice', 'even', 'took', 'free', 'snapshots', 'said', 'honeymoon', 'received', 'well', 'checked', 'out']",adiwana unagi suites,agoda,,pos
10,보성,couple,1,i want go unagi,friendly really liked breakfast although able use swimming pool liked overall would like go again,11/7/2023,south korea,11/1/2023,2023,november,2023,november,friendly really liked breakfast although able use swimming pool liked overall would like go,friendly really liked breakfast although able use swimming pool liked overall would like go again,"['friendly', 'really', 'liked', 'breakfast', 'although', 'able', 'use', 'swimming', 'pool', 'liked', 'overall', 'would', 'like', 'go', 'again']",adiwana unagi suites,agoda,,pos
9.2,taehyun,solo traveler,2,everything good except location,location bit far downtown pool small bathtub room inconvenient that good,11/5/2023,south korea,11/1/2023,2023,november,2023,november,location bit far downtown pool small bathtub room inconvenient good,location bit far downtown pool small bathtub room inconvenient that good,"['location', 'bit', 'far', 'downtown', 'pool', 'small', 'bathtub', 'room', 'inconvenient', 'that', 'good']",adiwana unagi suites,agoda,,pos
10,lim,couple,1,honeymoon,stayed one day due travel pity friendly staff delicious breakfast clean pretty room,10/26/2023,south korea,10/1/2022,2023,october,2022,october,stayed one day due travel pity friendly staff delicious breakfast clean pretty room,stayed one day due travel pity friendly staff delicious breakfast clean pretty room,"['stayed', 'one', 'day', 'due', 'travel', 'pity', 'friendly', 'staff', 'delicious', 'breakfast', 'clean', 'pretty', 'room']",adiwana unagi suites,agoda,,pos
9.6,sunho,family young children,2,jungle view swimming pool,best accommodation ubud staff friendly compared hotels breakfast great jungle view pool pretty able communicate staff whatsapp comfortable rest,10/21/2023,vietnam,10/1/2023,2023,october,2023,october,best accommodation ubud staff friendly compared hotels breakfast great jungle view pool pretty able communicate staff whatsapp comfortable rest,best accommodation ubud staff friendly compared hotel breakfast great jungle view pool pretty able communicate staff whatsapp comfortable rest,"['best', 'accommodation', 'ubud', 'staff', 'friendly', 'compared', 'hotels', 'breakfast', 'great', 'jungle', 'view', 'pool', 'pretty', 'able', 'communicate', 'staff', 'whatsapp', 'comfortable', 'rest']",adiwana unagi suites,agoda,,pos
8,taehyoung,couple,2,overall satisfied,pretty accommodation location cleanliness staff attitude facilities overall satisfactory,10/19/2023,south korea,10/1/2023,2023,october,2023,october,pretty accommodation location cleanliness staff attitude facilities overall satisfactory,pretty accommodation location cleanliness staff attitude facility overall satisfactory,"['pretty', 'accommodation', 'location', 'cleanliness', 'staff', 'attitude', 'facilities', 'overall', 'satisfactory']",adiwana unagi suites,agoda,,pos
8.4,jinho,couple,2,excellent,good trip,10/19/2023,south korea,10/1/2023,2023,october,2023,october,good trip,good trip,"['good', 'trip']",adiwana unagi suites,agoda,,pos
9.6,eugene,family young children,2,best,family trip parents 7yearold child location vague shuttle buggy connecting room convenient staff friendly,10/16/2023,south korea,9/1/2023,2023,october,2023,september,family trip parents 7yearold child location vague shuttle buggy connecting room convenient staff friendly,family trip parent 7yearold child location vague shuttle buggy connecting room convenient staff friendly,"['family', 'trip', 'parents', '7yearold', 'child', 'location', 'vague', 'shuttle', 'buggy', 'connecting', 'room', 'convenient', 'staff', 'friendly']",adiwana unagi suites,agoda,,pos
8.8,lee,couple,2,i satisfied accommodation,stayed 2 nights october 3rd staff friendly accommodation clean satisfied highly recommend it,10/6/2023,south korea,10/1/2023,2023,october,2023,october,stayed 2 nights october 3rd staff friendly accommodation clean satisfied highly recommend,stayed 2 night october 3rd staff friendly accommodation clean satisfied highly recommend it,"['stayed', '2', 'nights', 'october', '3rd', 'staff', 'friendly', 'accommodation', 'clean', 'satisfied', 'highly', 'recommend', 'it']",adiwana unagi suites,agoda,,pos
10,kyeong,solo traveler,3,its clean quiet nice,staff friendly feels like staff compared number rooms get help staff anytime anywhere,10/4/2023,south korea,9/1/2023,2023,october,2023,september,staff friendly feels like staff compared number rooms get help staff anytime anywhere,staff friendly feel like staff compared number room get help staff anytime anywhere,"['staff', 'friendly', 'feels', 'like', 'staff', 'compared', 'number', 'rooms', 'get', 'help', 'staff', 'anytime', 'anywhere']",adiwana unagi suites,agoda,,pos
10,yuri,couple,2,great,satisfied surrounding scenery facilities perfect healing forest,9/13/2023,south korea,9/1/2023,2023,september,2023,september,satisfied surrounding scenery facilities perfect healing forest,satisfied surrounding scenery facility perfect healing forest,"['satisfied', 'surrounding', 'scenery', 'facilities', 'perfect', 'healing', 'forest']",adiwana unagi suites,agoda,,pos
10,seongin,couple,2,naturefriendly accommodation,nice many photo zones inside accommodation ecofriendly accommodation breakfast delicious accommodation excellent condition ecofriendly accommodation ants bugs uncomfortable,9/10/2023,south korea,8/1/2023,2023,september,2023,august,nice many photo zones inside accommodation ecofriendly accommodation breakfast delicious accommodation excellent condition ecofriendly accommodation ants bugs uncomfortable,nice many photo zone inside accommodation ecofriendly accommodation breakfast delicious accommodation excellent condition ecofriendly accommodation ant bug uncomfortable,"['nice', 'many', 'photo', 'zones', 'inside', 'accommodation', 'ecofriendly', 'accommodation', 'breakfast', 'delicious', 'accommodation', 'excellent', 'condition', 'ecofriendly', 'accommodation', 'ants', 'bugs', 'uncomfortable']",adiwana unagi suites,agoda,,pos
10,kyung,couple,2,great,staff friendly room service food delicious like able eat breakfast room,9/7/2023,south korea,9/1/2023,2023,september,2023,september,staff friendly room service food delicious like able eat breakfast room,staff friendly room service food delicious like able eat breakfast room,"['staff', 'friendly', 'room', 'service', 'food', 'delicious', 'like', 'able', 'eat', 'breakfast', 'room']",adiwana unagi suites,agoda,,pos
8.4,hyunmin,family young children,2,its warm hotel,location 10minute drive city center shuttle buggy runs 9 pm inconvenience all room great staffs attitude even better swimming pool spacious breakfast delicious afterhours service provided day pleasure see even eyes bleed satisfactory hotel,8/21/2023,south korea,8/1/2023,2023,august,2023,august,location 10minute drive city center shuttle buggy runs 9 pm inconvenience room great staffs attitude even better swimming pool spacious breakfast delicious afterhours service provided day pleasure see even eyes bleed satisfactory hotel,location 10minute drive city center shuttle buggy run 9 pm inconvenience all room great staff attitude even better swimming pool spacious breakfast delicious afterhours service provided day pleasure see even eye bleed satisfactory hotel,"['location', '10minute', 'drive', 'city', 'center', 'shuttle', 'buggy', 'runs', '9', 'pm', 'inconvenience', 'all', 'room', 'great', 'staffs', 'attitude', 'even', 'better', 'swimming', 'pool', 'spacious', 'breakfast', 'delicious', 'afterhours', 'service', 'provided', 'day', 'pleasure', 'see', 'even', 'eyes', 'bleed', 'satisfactory', 'hotel']",adiwana unagi suites,agoda,,pos
8.8,sunmi,couple,2,i good vacation,staff friendly overall facilities clean first day difficult bed sheets bit smell second day okay thanks shuttle able go back forth easily nice,8/20/2023,south korea,8/1/2023,2023,august,2023,august,staff friendly overall facilities clean first day difficult bed sheets bit smell second day okay thanks shuttle able go back forth easily nice,staff friendly overall facility clean first day difficult bed sheet bit smell second day okay thanks shuttle able go back forth easily nice,"['staff', 'friendly', 'overall', 'facilities', 'clean', 'first', 'day', 'difficult', 'bed', 'sheets', 'bit', 'smell', 'second', 'day', 'okay', 'thanks', 'shuttle', 'able', 'go', 'back', 'forth', 'easily', 'nice']",adiwana unagi suites,agoda,,pos
10,sua,couple,3,emerging resort ubud,accommodation found preparing trip judging recent influx reviews think reservations become difficult prices rise future loved great breakfast facilities staff service,8/15/2023,south korea,8/1/2023,2023,august,2023,august,accommodation found preparing trip judging recent influx reviews think reservations become difficult prices rise future loved great breakfast facilities staff service,accommodation found preparing trip judging recent influx review think reservation become difficult price rise future loved great breakfast facility staff service,"['accommodation', 'found', 'preparing', 'trip', 'judging', 'recent', 'influx', 'reviews', 'think', 'reservations', 'become', 'difficult', 'prices', 'rise', 'future', 'loved', 'great', 'breakfast', 'facilities', 'staff', 'service']",adiwana unagi suites,agoda,,pos
10,jeong,couple,3,friendly staff delicious breakfast,staff friendly felt good morning liked food delicious response inquiries quick would like visit next time,8/14/2023,south korea,8/1/2023,2023,august,2023,august,staff friendly felt good morning liked food delicious response inquiries quick would like visit next time,staff friendly felt good morning liked food delicious response inquiry quick would like visit next time,"['staff', 'friendly', 'felt', 'good', 'morning', 'liked', 'food', 'delicious', 'response', 'inquiries', 'quick', 'would', 'like', 'visit', 'next', 'time']",adiwana unagi suites,agoda,,pos
10,sohwa,solo traveler,2,everything fine,resort luxurious may burdensome extent good found hotel ended staying there best part afternoon tea free 35 pm breakfast available anytime day pool big jungle view pretty,8/10/2023,south korea,8/1/2023,2023,august,2023,august,resort luxurious may burdensome extent good found hotel ended staying best part afternoon tea free 35 pm breakfast available anytime day pool big jungle view pretty,resort luxurious may burdensome extent good found hotel ended staying there best part afternoon tea free 35 pm breakfast available anytime day pool big jungle view pretty,"['resort', 'luxurious', 'may', 'burdensome', 'extent', 'good', 'found', 'hotel', 'ended', 'staying', 'there', 'best', 'part', 'afternoon', 'tea', 'free', '35', 'pm', 'breakfast', 'available', 'anytime', 'day', 'pool', 'big', 'jungle', 'view', 'pretty']",adiwana unagi suites,agoda,,pos
8.8,jin,family young children,2,okay,far downtown paying shuttle prohibitively expensive thought id pay use downtown hotel that okay,8/1/2023,indonesia,4/1/2023,2023,august,2023,april,far downtown paying shuttle prohibitively expensive thought id pay use downtown hotel okay,far downtown paying shuttle prohibitively expensive thought id pay use downtown hotel that okay,"['far', 'downtown', 'paying', 'shuttle', 'prohibitively', 'expensive', 'thought', 'id', 'pay', 'use', 'downtown', 'hotel', 'that', 'okay']",adiwana unagi suites,agoda,,pos
9.6,eunjung,couple,4,i recommend it,staying road downtown ubud accommodation broken took twice long get downtown ubud disappointing satisfied rest staff friendly breakfast delicious recommend forest view rooms,7/22/2023,south korea,7/1/2023,2023,july,2023,july,staying road downtown ubud accommodation broken took twice long get downtown ubud disappointing satisfied rest staff friendly breakfast delicious recommend forest view rooms,staying road downtown ubud accommodation broken took twice long get downtown ubud disappointing satisfied rest staff friendly breakfast delicious recommend forest view room,"['staying', 'road', 'downtown', 'ubud', 'accommodation', 'broken', 'took', 'twice', 'long', 'get', 'downtown', 'ubud', 'disappointing', 'satisfied', 'rest', 'staff', 'friendly', 'breakfast', 'delicious', 'recommend', 'forest', 'view', 'rooms']",adiwana unagi suites,agoda,,pos
10,yoonhaeng,couple,3,good value money ,eat breakfast time delicious forest view really nice play main pool go straight room jungle view really pretty staff friendly highly recommend costeffective accommodation,6/27/2023,south korea,6/1/2023,2023,june,2023,june,eat breakfast time delicious forest view really nice play main pool go straight room jungle view really pretty staff friendly highly recommend costeffective accommodation,eat breakfast time delicious forest view really nice play main pool go straight room jungle view really pretty staff friendly highly recommend costeffective accommodation,"['eat', 'breakfast', 'time', 'delicious', 'forest', 'view', 'really', 'nice', 'play', 'main', 'pool', 'go', 'straight', 'room', 'jungle', 'view', 'really', 'pretty', 'staff', 'friendly', 'highly', 'recommend', 'costeffective', 'accommodation']",adiwana unagi suites,agoda,,pos
10,doyong,couple,4,kindness,friendly great location great service highly recommend it,6/24/2023,south korea,6/1/2023,2023,june,2023,june,friendly great location great service highly recommend,friendly great location great service highly recommend it,"['friendly', 'great', 'location', 'great', 'service', 'highly', 'recommend', 'it']",adiwana unagi suites,agoda,,pos
9.6,yonghyuk,couple,3,exceptional,staff really friendly accommodation well managed,6/7/2023,south korea,6/1/2023,2023,june,2023,june,staff really friendly accommodation well managed,staff really friendly accommodation well managed,"['staff', 'really', 'friendly', 'accommodation', 'well', 'managed']",adiwana unagi suites,agoda,,pos
10,yumi,solo traveler,2,it best honeymoon,alice kitchen 1st floor dinner evening delicious timing right could eat breakfast terrace nice basic drinks refrigerator free anything employees seemed happy work made happy well,6/7/2023,south korea,6/1/2023,2023,june,2023,june,alice kitchen 1st floor dinner evening delicious timing right could eat breakfast terrace nice basic drinks refrigerator free anything employees seemed happy work made happy well,alice kitchen 1st floor dinner evening delicious timing right could eat breakfast terrace nice basic drink refrigerator free anything employee seemed happy work made happy well,"['alice', 'kitchen', '1st', 'floor', 'dinner', 'evening', 'delicious', 'timing', 'right', 'could', 'eat', 'breakfast', 'terrace', 'nice', 'basic', 'drinks', 'refrigerator', 'free', 'anything', 'employees', 'seemed', 'happy', 'work', 'made', 'happy', 'well']",adiwana unagi suites,agoda,,pos
9.6,misun,couple,2,exceptional,friendly food delicious swimming pool comfortable nice room clean great time ,5/2/2023,south korea,4/1/2023,2023,may,2023,april,friendly food delicious swimming pool comfortable nice room clean great time,friendly food delicious swimming pool comfortable nice room clean great time,"['friendly', 'food', 'delicious', 'swimming', 'pool', 'comfortable', 'nice', 'room', 'clean', 'great', 'time']",adiwana unagi suites,agoda,,pos
7.6,sinwoo,couple,1,a little disappointing price,good accommodations similar prices staff friendly room condition good,5/1/2023,south korea,4/1/2023,2023,may,2023,april,good accommodations similar prices staff friendly room condition good,good accommodation similar price staff friendly room condition good,"['good', 'accommodations', 'similar', 'prices', 'staff', 'friendly', 'room', 'condition', 'good']",adiwana unagi suites,agoda,,pos
10,yenny,solo traveler,2,suggestion,accommodation pretty clean lot programs facilities available restaurant delicious especially friendly service staff really great,3/11/2023,south korea,2/1/2023,2023,march,2023,february,accommodation pretty clean lot programs facilities available restaurant delicious especially friendly service staff really great,accommodation pretty clean lot program facility available restaurant delicious especially friendly service staff really great,"['accommodation', 'pretty', 'clean', 'lot', 'programs', 'facilities', 'available', 'restaurant', 'delicious', 'especially', 'friendly', 'service', 'staff', 'really', 'great']",adiwana unagi suites,agoda,,pos
10,tae,solo traveler,2,great hotel ubud,1 advantage feel quietness characteristics ubud 15 minutes away city 2 staff friendly make feel comfortable 3 room interior exotic clean 4 swimming pool large clean view nice 5 restaurant delicious servers generally nice,2/20/2023,south korea,2/1/2023,2023,february,2023,february,1 advantage feel quietness characteristics ubud 15 minutes away city 2 staff friendly make feel comfortable 3 room interior exotic clean 4 swimming pool large clean view nice 5 restaurant delicious servers generally nice,1 advantage feel quietness characteristic ubud 15 minute away city 2 staff friendly make feel comfortable 3 room interior exotic clean 4 swimming pool large clean view nice 5 restaurant delicious server generally nice,"['1', 'advantage', 'feel', 'quietness', 'characteristics', 'ubud', '15', 'minutes', 'away', 'city', '2', 'staff', 'friendly', 'make', 'feel', 'comfortable', '3', 'room', 'interior', 'exotic', 'clean', '4', 'swimming', 'pool', 'large', 'clean', 'view', 'nice', '5', 'restaurant', 'delicious', 'servers', 'generally', 'nice']",adiwana unagi suites,agoda,,pos
10,younghak,family teens,2,especially friendly hotel,genemthere single employee friendly clean facilities quiet place next time come ubud want stay again best place ,1/31/2023,south korea,1/1/2023,2023,january,2023,january,genemthere single employee friendly clean facilities quiet place next time come ubud want stay best place,genemthere single employee friendly clean facility quiet place next time come ubud want stay again best place,"['genemthere', 'single', 'employee', 'friendly', 'clean', 'facilities', 'quiet', 'place', 'next', 'time', 'come', 'ubud', 'want', 'stay', 'again', 'best', 'place']",adiwana unagi suites,agoda,,pos
10,kim,couple,1,highly recommended accommodation,made reservation thinking costeffective really good rest although small landscaping good rooftop view amazing room condition clean particular friendliness staff top notch ady lovely made us happy start trip bali,1/24/2023,south korea,1/1/2023,2023,january,2023,january,made reservation thinking costeffective really good rest although small landscaping good rooftop view amazing room condition clean particular friendliness staff top notch ady lovely made us happy start trip bali,made reservation thinking costeffective really good rest although small landscaping good rooftop view amazing room condition clean particular friendliness staff top notch ady lovely made u happy start trip bali,"['made', 'reservation', 'thinking', 'costeffective', 'really', 'good', 'rest', 'although', 'small', 'landscaping', 'good', 'rooftop', 'view', 'amazing', 'room', 'condition', 'clean', 'particular', 'friendliness', 'staff', 'top', 'notch', 'ady', 'lovely', 'made', 'us', 'happy', 'start', 'trip', 'bali']",adiwana unagi suites,agoda,,pos
10,minji,couple,2,i leaving satisfied,five resorts went bali food best staff friendly able enjoy pool jungle quietly leisurely room clean great experience also shuttle downtown ubud runs every hour drops right ubud central convenient,1/7/2023,south korea,1/1/2023,2023,january,2023,january,five resorts went bali food best staff friendly able enjoy pool jungle quietly leisurely room clean great experience also shuttle downtown ubud runs every hour drops right ubud central convenient,five resort went bali food best staff friendly able enjoy pool jungle quietly leisurely room clean great experience also shuttle downtown ubud run every hour drop right ubud central convenient,"['five', 'resorts', 'went', 'bali', 'food', 'best', 'staff', 'friendly', 'able', 'enjoy', 'pool', 'jungle', 'quietly', 'leisurely', 'room', 'clean', 'great', 'experience', 'also', 'shuttle', 'downtown', 'ubud', 'runs', 'every', 'hour', 'drops', 'right', 'ubud', 'central', 'convenient']",adiwana unagi suites,agoda,,pos
